player,team,position,date,round,home_away,opponent,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xg,npxg,xag,sca,gca,passes_completed,carries,progressive_carries,goals_conceded,clean_sheet,own_goals,ball_recoveries,penalties_won,fouls,fouled,saves,penalties_saved,season,fantasy_position,fantasy_points,matchday
Álvaro Morata,it Milan,FW,2025-01-29,League phase,away,Dinamo Zagreb hr,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Samuel Chukwueze,it Milan,"FW,MF",2025-01-29,League phase,away,Dinamo Zagreb hr,45,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Rafael Leão,it Milan,AM,2025-01-29,League phase,away,Dinamo Zagreb hr,81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Noah Okafor,it Milan,"FW,MF",2025-01-29,League phase,away,Dinamo Zagreb hr,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Christian Pulisic,it Milan,AM,2025-01-29,League phase,away,Dinamo Zagreb hr,90,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,6,16
Yunus Musah,it Milan,AM,2025-01-29,League phase,away,Dinamo Zagreb hr,38,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,-4,16
Tijjani Reijnders,it Milan,DM,2025-01-29,League phase,away,Dinamo Zagreb hr,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Tammy Abraham,it Milan,FW,2025-01-29,League phase,away,Dinamo Zagreb hr,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Youssouf Fofana,it Milan,DM,2025-01-29,League phase,away,Dinamo Zagreb hr,90,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Theo Hernández,it Milan,LB,2025-01-29,League phase,away,Dinamo Zagreb hr,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Strahinja Pavlović,it Milan,CB,2025-01-29,League phase,away,Dinamo Zagreb hr,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Matteo Gabbia,it Milan,CB,2025-01-29,League phase,away,Dinamo Zagreb hr,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,0,16
Filippo Terracciano,it Milan,DF,2025-01-29,League phase,away,Dinamo Zagreb hr,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,0,16
Fikayo Tomori,it Milan,RB,2025-01-29,League phase,away,Dinamo Zagreb hr,90,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,4,16
Mike Maignan,it Milan,GK,2025-01-29,League phase,away,Dinamo Zagreb hr,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2024-2025,GK,3,16
Abdallah Sima,Brest fr,FW,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,63,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,2,17
Mama Samba Baldé,Brest fr,"FW,MF",2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Ludovic Ajorque,Brest fr,FW,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,2,17
Romain Faivre,Brest fr,AM,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Kamory Doumbia,Brest fr,MF,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Hugo Magnetti,Brest fr,DM,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Edimilson Fernandes,Brest fr,"DF,MF",2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,0,17
Pierre Lees-Melou,Brest fr,DM,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,82,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Ibrahim Salah,Brest fr,MF,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Mahdi Camara,Brest fr,DM,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,82,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Mathias Pereira Lage,Brest fr,"FW,MF",2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Massadio Haïdara,Brest fr,LB,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,90,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Soumaïla Coulibaly,Brest fr,CB,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Brendan Chardonnet,Brest fr,CB,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,90,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,0,17
Kenny Lala,Brest fr,RB,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,90,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Marco Bizot,Brest fr,GK,2025-02-11,Knockout phase play-offs,home,fr Paris Saint-Germain,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2024-2025,GK,5,17
Bradley Barcola,fr Paris Saint-Germain,FW,2025-02-11,Knockout phase play-offs,away,Brest fr,74,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Lee Kang-in,fr Paris Saint-Germain,"FW,MF",2025-02-11,Knockout phase play-offs,away,Brest fr,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Ousmane Dembélé,fr Paris Saint-Germain,FW,2025-02-11,Knockout phase play-offs,away,Brest fr,81,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,10,17
Gonçalo Ramos,fr Paris Saint-Germain,FW,2025-02-11,Knockout phase play-offs,away,Brest fr,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Désiré Doué,fr Paris Saint-Germain,FW,2025-02-11,Knockout phase play-offs,away,Brest fr,66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,2,17
Khvicha Kvaratskhelia,fr Paris Saint-Germain,"FW,MF",2025-02-11,Knockout phase play-offs,away,Brest fr,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Fabián Ruiz Peña,fr Paris Saint-Germain,CM,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,17
Vitinha,fr Paris Saint-Germain,CM,2025-02-11,Knockout phase play-offs,away,Brest fr,90,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,8,17
João Neves,fr Paris Saint-Germain,CM,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,17
Nuno Mendes,fr Paris Saint-Germain,LB,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Willian Pacho,fr Paris Saint-Germain,CB,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Marquinhos,fr Paris Saint-Germain,CB,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Achraf Hakimi,fr Paris Saint-Germain,RB,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,9,17
Gianluigi Donnarumma,fr Paris Saint-Germain,GK,2025-02-11,Knockout phase play-offs,away,Brest fr,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2024-2025,GK,8,17
Conrad Harder,Sporting CP pt,FW,2025-02-11,Knockout phase play-offs,home,de Dortmund,58,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Viktor Gyökeres,Sporting CP pt,"FW,MF",2025-02-11,Knockout phase play-offs,home,de Dortmund,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Maximiliano Araújo,Sporting CP pt,AM,2025-02-11,Knockout phase play-offs,home,de Dortmund,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Francisco Trincão,Sporting CP pt,AM,2025-02-11,Knockout phase play-offs,home,de Dortmund,90,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Geovany Quenda,Sporting CP pt,AM,2025-02-11,Knockout phase play-offs,home,de Dortmund,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
João Simões,Sporting CP pt,DM,2025-02-11,Knockout phase play-offs,home,de Dortmund,61,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Hidemasa Morita,Sporting CP pt,MF,2025-02-11,Knockout phase play-offs,home,de Dortmund,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Zeno Debast,Sporting CP pt,DM,2025-02-11,Knockout phase play-offs,home,de Dortmund,72,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Biel,Sporting CP pt,"FW,MF",2025-02-11,Knockout phase play-offs,home,de Dortmund,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Matheus Reis,Sporting CP pt,LB,2025-02-11,Knockout phase play-offs,home,de Dortmund,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Daniel Bragança,Sporting CP pt,MF,2025-02-11,Knockout phase play-offs,home,de Dortmund,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Jerry St. Juste,Sporting CP pt,CB,2025-02-11,Knockout phase play-offs,home,de Dortmund,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Ousmane Diomande,Sporting CP pt,CB,2025-02-11,Knockout phase play-offs,home,de Dortmund,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Iván Fresneda,Sporting CP pt,RB,2025-02-11,Knockout phase play-offs,home,de Dortmund,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Eduardo Quaresma,Sporting CP pt,DF,2025-02-11,Knockout phase play-offs,home,de Dortmund,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,0,17
Rui Silva,Sporting CP pt,GK,2025-02-11,Knockout phase play-offs,home,de Dortmund,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2024-2025,GK,5,17
Serhou Guirassy,de Dortmund,FW,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,90,1,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,8,17
Jamie Gittens,de Dortmund,AM,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,64,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,17
Maximilian Beier,de Dortmund,"FW,MF",2025-02-11,Knockout phase play-offs,away,Sporting CP pt,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Julian Brandt,de Dortmund,AM,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,9,17
Julien Duranville,de Dortmund,FW,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Karim Adeyemi,de Dortmund,AM,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,85,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,8,17
Carney Chukwuemeka,de Dortmund,MF,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Pascal Groß,de Dortmund,DM,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,89,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,8,17
Salih Özcan,de Dortmund,MF,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Marcel Sabitzer,de Dortmund,DM,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,17
Daniel Svensson,de Dortmund,LB,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Niklas Süle,de Dortmund,DF,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Nico Schlotterbeck,de Dortmund,CB,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Emre Can,de Dortmund,CB,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Julian Ryerson,de Dortmund,RB,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,17
Gregor Kobel,de Dortmund,GK,2025-02-11,Knockout phase play-offs,away,Sporting CP pt,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2024-2025,GK,12,17
Erling Haaland,Manchester City eng,FW,2025-02-11,Knockout phase play-offs,home,es Real Madrid,90,2,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,10,17
Jack Grealish,Manchester City eng,LW,2025-02-11,Knockout phase play-offs,home,es Real Madrid,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Phil Foden,Manchester City eng,"FW,MF",2025-02-11,Knockout phase play-offs,home,es Real Madrid,61,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,2,17
Bernardo Silva,Manchester City eng,AM,2025-02-11,Knockout phase play-offs,home,es Real Madrid,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Kevin De Bruyne,Manchester City eng,AM,2025-02-11,Knockout phase play-offs,home,es Real Madrid,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
İlkay Gündoğan,Manchester City eng,MF,2025-02-11,Knockout phase play-offs,home,es Real Madrid,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Sávio,Manchester City eng,RW,2025-02-11,Knockout phase play-offs,home,es Real Madrid,83,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,2,17
Omar Marmoush,Manchester City eng,"FW,MF",2025-02-11,Knockout phase play-offs,home,es Real Madrid,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
John Stones,Manchester City eng,DM,2025-02-11,Knockout phase play-offs,home,es Real Madrid,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Joško Gvardiol,Manchester City eng,LB,2025-02-11,Knockout phase play-offs,home,es Real Madrid,90,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,4,17
Nathan Aké,Manchester City eng,CB,2025-02-11,Knockout phase play-offs,home,es Real Madrid,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Mateo Kovačić,Manchester City eng,MF,2025-02-11,Knockout phase play-offs,home,es Real Madrid,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Rúben Dias,Manchester City eng,CB,2025-02-11,Knockout phase play-offs,home,es Real Madrid,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Manuel Akanji,Manchester City eng,RB,2025-02-11,Knockout phase play-offs,home,es Real Madrid,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,0,17
Rico Lewis,Manchester City eng,DF,2025-02-11,Knockout phase play-offs,home,es Real Madrid,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2024-2025,DEF,0,17
Ederson,Manchester City eng,GK,2025-02-11,Knockout phase play-offs,home,es Real Madrid,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2024-2025,GK,5,17
Vinicius Júnior,es Real Madrid,FW,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,5,17
Kylian Mbappé,es Real Madrid,FW,2025-02-11,Knockout phase play-offs,away,Manchester City eng,89,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,6,17
Fran Garcia,es Real Madrid,DF,2025-02-11,Knockout phase play-offs,away,Manchester City eng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,0,17
Jude Bellingham,es Real Madrid,LM,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,7,17
Dani Ceballos,es Real Madrid,CM,2025-02-11,Knockout phase play-offs,away,Manchester City eng,80,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,5,17
Luka Modrić,es Real Madrid,MF,2025-02-11,Knockout phase play-offs,away,Manchester City eng,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Eduardo Camavinga,es Real Madrid,CM,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Rodrygo,es Real Madrid,RM,2025-02-11,Knockout phase play-offs,away,Manchester City eng,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,17
Brahim Díaz,es Real Madrid,"FW,MF",2025-02-11,Knockout phase play-offs,away,Manchester City eng,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,5,17
Ferland Mendy,es Real Madrid,LB,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Raúl Asencio,es Real Madrid,CB,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Aurélien Tchouaméni,es Real Madrid,CB,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Federico Valverde,es Real Madrid,RB,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
Thibaut Courtois,es Real Madrid,GK,2025-02-11,Knockout phase play-offs,away,Manchester City eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2024-2025,GK,3,17
Randal Kolo Muani,Juventus it,FW,2025-02-11,Knockout phase play-offs,home,nl PSV,76,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,2,17
Dušan Vlahović,Juventus it,FW,2025-02-11,Knockout phase play-offs,home,nl PSV,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,17
Kenan Yıldız,Juventus it,AM,2025-02-11,Knockout phase play-offs,home,nl PSV,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,17
Samuel Mbangula,Juventus it,MF,2025-02-11,Knockout phase play-offs,home,nl PSV,45,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,6,17
Weston McKennie,Juventus it,AM,2025-02-11,Knockout phase play-offs,home,nl PSV,67,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,7,17
Teun Koopmeiners,Juventus it,"DF,MF",2025-02-11,Knockout phase play-offs,home,nl PSV,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,17
