player,team,position,date,round,home_away,opponent,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xg,npxg,xag,sca,gca,passes_completed,carries,progressive_carries,goals_conceded,clean_sheet,own_goals,ball_recoveries,penalties_won,fouls,fouled,saves,penalties_saved,season,fantasy_position,fantasy_points,matchday
James Milner,eng Liverpool,"DF,MF",2022-10-12,Group stage,away,Rangers sct,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Joe Gomez,eng Liverpool,RB,2022-10-12,Group stage,away,Rangers sct,90,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,4,8
Alisson,eng Liverpool,GK,2022-10-12,Group stage,away,Rangers sct,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2022-2023,GK,3,8
Marcus Edwards,Sporting CP pt,FW,2022-10-12,Group stage,home,fr Marseille,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Sotiris Alexandropoulos,Sporting CP pt,MF,2022-10-12,Group stage,home,fr Marseille,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Pedro Gonçalves,Sporting CP pt,FW,2022-10-12,Group stage,home,fr Marseille,60,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,-3,8
Francisco Trincão,Sporting CP pt,FW,2022-10-12,Group stage,home,fr Marseille,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Flávio Nazinho,Sporting CP pt,"DF,MF",2022-10-12,Group stage,home,fr Marseille,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Nuno Santos,Sporting CP pt,LM,2022-10-12,Group stage,home,fr Marseille,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Pedro Porro,Sporting CP pt,"DF,MF",2022-10-12,Group stage,home,fr Marseille,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,8
Hidemasa Morita,Sporting CP pt,CM,2022-10-12,Group stage,home,fr Marseille,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Abdul Fatawu Issahaku,Sporting CP pt,"FW,MF",2022-10-12,Group stage,home,fr Marseille,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Manuel Ugarte,Sporting CP pt,CM,2022-10-12,Group stage,home,fr Marseille,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Ricardo Esgaio,Sporting CP pt,RM,2022-10-12,Group stage,home,fr Marseille,18,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,-4,8
Matheus Reis,Sporting CP pt,CB,2022-10-12,Group stage,home,fr Marseille,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Sebastián Coates,Sporting CP pt,CB,2022-10-12,Group stage,home,fr Marseille,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
José Marsà,Sporting CP pt,DF,2022-10-12,Group stage,home,fr Marseille,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Gonçalo Inácio,Sporting CP pt,CB,2022-10-12,Group stage,home,fr Marseille,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Franco Israel,Sporting CP pt,GK,2022-10-12,Group stage,home,fr Marseille,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2022-2023,GK,4,8
Alexis Sánchez,fr Marseille,FW,2022-10-12,Group stage,away,Sporting CP pt,90,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,6,8
Amine Harit,fr Marseille,FW,2022-10-12,Group stage,away,Sporting CP pt,71,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,5,8
Dimitri Payet,fr Marseille,"FW,MF",2022-10-12,Group stage,away,Sporting CP pt,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Mattéo Guendouzi,fr Marseille,FW,2022-10-12,Group stage,away,Sporting CP pt,63,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,5,8
Cengiz Ünder,fr Marseille,"FW,MF",2022-10-12,Group stage,away,Sporting CP pt,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Nuno Tavares,fr Marseille,LM,2022-10-12,Group stage,away,Sporting CP pt,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Jordan Veretout,fr Marseille,CM,2022-10-12,Group stage,away,Sporting CP pt,86,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Pape Gueye,fr Marseille,MF,2022-10-12,Group stage,away,Sporting CP pt,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Valentin Rongier,fr Marseille,CM,2022-10-12,Group stage,away,Sporting CP pt,90,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Jonathan Clauss,fr Marseille,RM,2022-10-12,Group stage,away,Sporting CP pt,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Issa Kaboré,fr Marseille,"DF,MF",2022-10-12,Group stage,away,Sporting CP pt,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Leonardo Balerdi,fr Marseille,CB,2022-10-12,Group stage,away,Sporting CP pt,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,8
Eric Bailly,fr Marseille,CB,2022-10-12,Group stage,away,Sporting CP pt,63,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,5,8
Samuel Gigot,fr Marseille,"DF,MF",2022-10-12,Group stage,away,Sporting CP pt,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Chancel Mbemba,fr Marseille,CB,2022-10-12,Group stage,away,Sporting CP pt,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,8
Pau López,fr Marseille,GK,2022-10-12,Group stage,away,Sporting CP pt,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2022-2023,GK,8,8
Harry Kane,Tottenham Hotspur eng,FW,2022-10-12,Group stage,home,de Eintracht Frankfurt,90,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,9,8
Son Heung-min,Tottenham Hotspur eng,FW,2022-10-12,Group stage,home,de Eintracht Frankfurt,85,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,10,8
Lucas Moura,Tottenham Hotspur eng,"FW,MF",2022-10-12,Group stage,home,de Eintracht Frankfurt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Richarlison,Tottenham Hotspur eng,FW,2022-10-12,Group stage,home,de Eintracht Frankfurt,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Oliver Skipp,Tottenham Hotspur eng,MF,2022-10-12,Group stage,home,de Eintracht Frankfurt,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Ryan Sessegnon,Tottenham Hotspur eng,LM,2022-10-12,Group stage,home,de Eintracht Frankfurt,90,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Rodrigo Bentancur,Tottenham Hotspur eng,CM,2022-10-12,Group stage,home,de Eintracht Frankfurt,66,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Yves Bissouma,Tottenham Hotspur eng,MF,2022-10-12,Group stage,home,de Eintracht Frankfurt,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Pierre Højbjerg,Tottenham Hotspur eng,CM,2022-10-12,Group stage,home,de Eintracht Frankfurt,84,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,5,8
Bryan Gil,Tottenham Hotspur eng,"FW,MF",2022-10-12,Group stage,home,de Eintracht Frankfurt,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Emerson,Tottenham Hotspur eng,RM,2022-10-12,Group stage,home,de Eintracht Frankfurt,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Clément Lenglet,Tottenham Hotspur eng,CB,2022-10-12,Group stage,home,de Eintracht Frankfurt,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Eric Dier,Tottenham Hotspur eng,CB,2022-10-12,Group stage,home,de Eintracht Frankfurt,77,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Davinson Sánchez,Tottenham Hotspur eng,DF,2022-10-12,Group stage,home,de Eintracht Frankfurt,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Cristian Romero,Tottenham Hotspur eng,CB,2022-10-12,Group stage,home,de Eintracht Frankfurt,90,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Hugo Lloris,Tottenham Hotspur eng,GK,2022-10-12,Group stage,home,de Eintracht Frankfurt,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2022-2023,GK,5,8
Randal Kolo Muani,de Eintracht Frankfurt,FW,2022-10-12,Group stage,away,Tottenham Hotspur eng,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Rafael Borré,de Eintracht Frankfurt,FW,2022-10-12,Group stage,away,Tottenham Hotspur eng,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Daichi Kamada,de Eintracht Frankfurt,AM,2022-10-12,Group stage,away,Tottenham Hotspur eng,77,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,7,8
Mario Götze,de Eintracht Frankfurt,"FW,MF",2022-10-12,Group stage,away,Tottenham Hotspur eng,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,4,8
Jesper Lindstrøm,de Eintracht Frankfurt,AM,2022-10-12,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Christopher Lenz,de Eintracht Frankfurt,DM,2022-10-12,Group stage,away,Tottenham Hotspur eng,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Faride Alidou,de Eintracht Frankfurt,FW,2022-10-12,Group stage,away,Tottenham Hotspur eng,21,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,5,8
Djibril Sow,de Eintracht Frankfurt,DM,2022-10-12,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Sebastian Rode,de Eintracht Frankfurt,DM,2022-10-12,Group stage,away,Tottenham Hotspur eng,69,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,5,8
Hrvoje Smolčić,de Eintracht Frankfurt,DF,2022-10-12,Group stage,away,Tottenham Hotspur eng,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,8
Kristijan Jakić,de Eintracht Frankfurt,DM,2022-10-12,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Obite N'Dicka,de Eintracht Frankfurt,CB,2022-10-12,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Makoto Hasebe,de Eintracht Frankfurt,CB,2022-10-12,Group stage,away,Tottenham Hotspur eng,69,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Junior Dina Ebimbe,de Eintracht Frankfurt,MF,2022-10-12,Group stage,away,Tottenham Hotspur eng,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Tuta,de Eintracht Frankfurt,CB,2022-10-12,Group stage,away,Tottenham Hotspur eng,59,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,-5,8
Kevin Trapp,de Eintracht Frankfurt,GK,2022-10-12,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2022-2023,GK,6,8
Raphinha,Barcelona es,FW,2022-10-12,Group stage,home,it Inter,63,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Ansu Fati,Barcelona es,"FW,MF",2022-10-12,Group stage,home,it Inter,27,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Robert Lewandowski,Barcelona es,FW,2022-10-12,Group stage,home,it Inter,90,2,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,10,8
Ousmane Dembélé,Barcelona es,FW,2022-10-12,Group stage,home,it Inter,90,1,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,5,8
Pedri,Barcelona es,CM,2022-10-12,Group stage,home,it Inter,90,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Sergio Busquets,Barcelona es,CM,2022-10-12,Group stage,home,it Inter,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Frenkie de Jong,Barcelona es,"DF,MF",2022-10-12,Group stage,home,it Inter,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Gavi,Barcelona es,CM,2022-10-12,Group stage,home,it Inter,81,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Ferrán Torres,Barcelona es,"FW,MF",2022-10-12,Group stage,home,it Inter,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Marcos Alonso,Barcelona es,LB,2022-10-12,Group stage,home,it Inter,71,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Alejandro Balde,Barcelona es,DF,2022-10-12,Group stage,home,it Inter,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Eric García,Barcelona es,CB,2022-10-12,Group stage,home,it Inter,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Gerard Piqué,Barcelona es,CB,2022-10-12,Group stage,home,it Inter,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Sergi Roberto,Barcelona es,RB,2022-10-12,Group stage,home,it Inter,71,0,1,0,0,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,3,8
Franck Kessié,Barcelona es,"DF,MF",2022-10-12,Group stage,home,it Inter,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Marc-André ter Stegen,Barcelona es,GK,2022-10-12,Group stage,home,it Inter,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2022-2023,GK,7,8
Edin Džeko,it Inter,FW,2022-10-12,Group stage,away,Barcelona es,75,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Raoul Bellanova,it Inter,MF,2022-10-12,Group stage,away,Barcelona es,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Lautaro Martínez,it Inter,FW,2022-10-12,Group stage,away,Barcelona es,90,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,8,8
Federico Dimarco,it Inter,LM,2022-10-12,Group stage,away,Barcelona es,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Matteo Darmian,it Inter,"DF,MF",2022-10-12,Group stage,away,Barcelona es,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Henrikh Mkhitaryan,it Inter,CM,2022-10-12,Group stage,away,Barcelona es,90,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Hakan Çalhanoğlu,it Inter,CM,2022-10-12,Group stage,away,Barcelona es,75,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,5,8
Robin Gosens,it Inter,"DF,MF",2022-10-12,Group stage,away,Barcelona es,15,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,6,8
Nicolò Barella,it Inter,CM,2022-10-12,Group stage,away,Barcelona es,84,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,7,8
Kristjan Asllani,it Inter,MF,2022-10-12,Group stage,away,Barcelona es,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Denzel Dumfries,it Inter,RM,2022-10-12,Group stage,away,Barcelona es,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Alessandro Bastoni,it Inter,CB,2022-10-12,Group stage,away,Barcelona es,84,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,4,8
Francesco Acerbi,it Inter,DF,2022-10-12,Group stage,away,Barcelona es,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Stefan de Vrij,it Inter,CB,2022-10-12,Group stage,away,Barcelona es,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Milan Škriniar,it Inter,CB,2022-10-12,Group stage,away,Barcelona es,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
André Onana,it Inter,GK,2022-10-12,Group stage,away,Barcelona es,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,2022-2023,GK,8,8
Tomáš Chorý,Viktoria Plzeň cz,FW,2022-10-12,Group stage,home,de Bayern Munich,45,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Jan Kliment,Viktoria Plzeň cz,"FW,MF",2022-10-12,Group stage,home,de Bayern Munich,45,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,5,8
Jhon Mosquera,Viktoria Plzeň cz,AM,2022-10-12,Group stage,home,de Bayern Munich,90,0,1,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,4,8
Adam Vlkanova,Viktoria Plzeň cz,AM,2022-10-12,Group stage,home,de Bayern Munich,80,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,7,8
Václav Pilař,Viktoria Plzeň cz,"FW,MF",2022-10-12,Group stage,home,de Bayern Munich,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Jan Kopic,Viktoria Plzeň cz,AM,2022-10-12,Group stage,home,de Bayern Munich,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Erik Jirka,Viktoria Plzeň cz,"FW,MF",2022-10-12,Group stage,home,de Bayern Munich,66,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Pavel Bucha,Viktoria Plzeň cz,DM,2022-10-12,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Lukáš Kalvach,Viktoria Plzeň cz,DM,2022-10-12,Group stage,home,de Bayern Munich,90,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Václav Jemelka,Viktoria Plzeň cz,LB,2022-10-12,Group stage,home,de Bayern Munich,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,8
Luděk Pernica,Viktoria Plzeň cz,DF,2022-10-12,Group stage,home,de Bayern Munich,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,8
Mohamed Tijani,Viktoria Plzeň cz,CB,2022-10-12,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Lukáš Hejda,Viktoria Plzeň cz,CB,2022-10-12,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Milan Havel,Viktoria Plzeň cz,RB,2022-10-12,Group stage,home,de Bayern Munich,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,8
Libor Holík,Viktoria Plzeň cz,DF,2022-10-12,Group stage,home,de Bayern Munich,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,2,8
Jindřich Staněk,Viktoria Plzeň cz,GK,2022-10-12,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2022-2023,GK,4,8
Sadio Mané,de Bayern Munich,FW,2022-10-12,Group stage,away,Viktoria Plzeň cz,90,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,6,8
